Person1_Age,Person2_Age,Person1_Gender,Person2_Gender,Same_Last_Name,Marital_Status,Living_Together_Duration,Household_Role_P1,Household_Role_P2,Relationship_Label
28,27,Male,Male,No,Single,7.7,Roommate,Roommate,Unrelated
47,54,Male,Male,Yes,Single,20.0,Brother,Brother,Brother-Brother
32,36,Male,Female,Yes,Single,10.1,Brother,Sister,Brother-Sister
65,19,Female,Female,Yes,Married,27.2,Mother,Daughter,Mother-Daughter
32,28,Male,Male,Yes,Single,10.6,Brother,Brother,Brother-Brother
81,42,Male,Female,Yes,Single,10.0,Grandfather,Granddaughter,Grandfather-Granddaughter
63,18,Female,Female,Yes,Single,14.0,Grandmother,Granddaughter,Grandmother-Granddaughter
56,36,Female,Male,Yes,Single,12.6,Roommate,Roommate,Unrelated
66,30,Female,Male,Yes,Widowed,26.5,Grandmother,Grandson,Grandmother-Grandson
6,11,Female,Female,Yes,Single,4.2,Sister,Sister,Sister-Sister
43,67,Female,Female,No,Single,16.1,Roommate,Roommate,Unrelated
80,16,Female,Male,Yes,Widowed,8.7,Grandmother,Grandson,Grandmother-Grandson
33,5,Female,Female,Yes,Widowed,25.5,Mother,Daughter,Mother-Daughter
57,19,Female,Female,Yes,Single,16.8,Grandmother,Granddaughter,Grandmother-Granddaughter
58,61,Male,Male,Yes,Single,0.8,Brother,Brother,Brother-Brother
65,26,Male,Female,Yes,Married,25.2,Grandfather,Granddaughter,Grandfather-Granddaughter
34,52,Male,Female,No,Single,10.2,Roommate,Roommate,Unrelated
37,40,Male,Male,Yes,Single,5.4,Brother,Brother,Brother-Brother
46,37,Female,Female,No,Single,8.9,Roommate,Roommate,Unrelated
25,2,Female,Female,Yes,Single,0.9,Mother,Daughter,Mother-Daughter
59,0,Male,Male,Yes,Single,20.2,Grandfather,Grandson,Grandfather-Grandson
23,22,Male,Male,Yes,Single,13.3,Brother,Brother,Brother-Brother
53,3,Male,Male,Yes,Married,24.3,Grandfather,Grandson,Grandfather-Grandson
23,35,Male,Female,Yes,Married,26.4,Husband,Wife,Husband-Wife
65,44,Male,Male,Yes,Single,19.7,Father,Son,Father-Son
13,10,Female,Female,Yes,Single,6.4,Sister,Sister,Sister-Sister
59,0,Male,Female,Yes,Divorced,1.8,Grandfather,Granddaughter,Grandfather-Granddaughter
60,27,Male,Female,No,Single,20.8,Roommate,Roommate,Unrelated
46,26,Female,Female,Yes,Divorced,18.6,Mother,Daughter,Mother-Daughter
35,17,Female,Female,Yes,Widowed,28.3,Mother,Daughter,Mother-Daughter
68,9,Male,Female,Yes,Married,23.0,Father,Daughter,Father-Daughter
57,1,Male,Male,Yes,Divorced,23.9,Father,Son,Father-Son
76,11,Male,Male,Yes,Widowed,27.6,Grandfather,Grandson,Grandfather-Grandson
61,8,Female,Male,Yes,Widowed,19.7,Mother,Son,Mother-Son
51,0,Female,Female,Yes,Divorced,9.6,Grandmother,Granddaughter,Grandmother-Granddaughter
85,11,Male,Male,Yes,Single,14.8,Grandfather,Grandson,Grandfather-Grandson
43,36,Male,Male,Yes,Single,16.1,Brother,Brother,Brother-Brother
32,30,Male,Female,Yes,Single,6.3,Brother,Sister,Brother-Sister
43,18,Male,Female,Yes,Married,25.0,Father,Daughter,Father-Daughter
47,0,Male,Male,Yes,Married,5.5,Father,Son,Father-Son
61,7,Male,Male,Yes,Widowed,13.7,Father,Son,Father-Son
68,26,Female,Female,Yes,Married,21.2,Grandmother,Granddaughter,Grandmother-Granddaughter
51,45,Male,Male,Yes,Single,5.2,Brother,Brother,Brother-Brother
45,27,Female,Female,Yes,Widowed,29.0,Mother,Daughter,Mother-Daughter
57,38,Male,Male,Yes,Married,23.8,Father,Son,Father-Son
35,4,Male,Female,Yes,Married,10.1,Father,Daughter,Father-Daughter
54,30,Male,Male,Yes,Widowed,13.2,Father,Son,Father-Son
50,24,Male,Female,Yes,Widowed,1.2,Father,Daughter,Father-Daughter
33,6,Female,Female,Yes,Divorced,1.3,Mother,Daughter,Mother-Daughter
26,16,Male,Male,Yes,Single,0.8,Brother,Brother,Brother-Brother
22,26,Male,Female,Yes,Single,16.8,Brother,Sister,Brother-Sister
41,48,Male,Female,Yes,Married,15.1,Husband,Wife,Husband-Wife
44,61,Female,Female,Yes,Single,0.7,Roommate,Roommate,Unrelated
72,14,Male,Female,Yes,Married,4.4,Grandfather,Granddaughter,Grandfather-Granddaughter
31,8,Female,Female,Yes,Single,14.7,Mother,Daughter,Mother-Daughter
56,48,Male,Female,Yes,Single,24.9,Brother,Sister,Brother-Sister
52,24,Male,Male,Yes,Widowed,12.9,Father,Son,Father-Son
59,24,Male,Female,Yes,Widowed,12.8,Grandfather,Granddaughter,Grandfather-Granddaughter
33,23,Male,Female,Yes,Married,15.8,Husband,Wife,Husband-Wife
78,28,Male,Female,Yes,Single,16.5,Grandfather,Granddaughter,Grandfather-Granddaughter
50,11,Female,Male,Yes,Divorced,14.0,Mother,Son,Mother-Son
53,17,Male,Male,Yes,Widowed,7.0,Grandfather,Grandson,Grandfather-Grandson
85,36,Female,Male,Yes,Widowed,28.0,Grandmother,Grandson,Grandmother-Grandson
67,17,Female,Female,Yes,Married,26.8,Grandmother,Granddaughter,Grandmother-Granddaughter
67,20,Female,Male,Yes,Widowed,1.1,Grandmother,Grandson,Grandmother-Grandson
69,50,Female,Male,No,Single,24.9,Roommate,Roommate,Unrelated
50,10,Male,Female,Yes,Divorced,21.2,Father,Daughter,Father-Daughter
52,55,Male,Male,Yes,Single,2.5,Brother,Brother,Brother-Brother
50,23,Female,Female,Yes,Single,29.0,Mother,Daughter,Mother-Daughter
25,26,Female,Female,Yes,Single,29.5,Sister,Sister,Sister-Sister
61,2,Male,Male,Yes,Widowed,16.8,Grandfather,Grandson,Grandfather-Grandson
70,21,Female,Male,Yes,Widowed,15.0,Grandmother,Grandson,Grandmother-Grandson
41,36,Female,Female,Yes,Single,2.9,Sister,Sister,Sister-Sister
49,52,Male,Female,Yes,Single,22.0,Brother,Sister,Brother-Sister
30,12,Female,Female,Yes,Widowed,20.5,Mother,Daughter,Mother-Daughter
66,24,Female,Male,Yes,Widowed,29.1,Grandmother,Grandson,Grandmother-Grandson
33,9,Male,Female,Yes,Divorced,17.0,Father,Daughter,Father-Daughter
57,61,Male,Female,Yes,Single,24.1,Brother,Sister,Brother-Sister
46,3,Male,Female,Yes,Single,18.9,Father,Daughter,Father-Daughter
36,13,Male,Female,Yes,Married,21.3,Father,Daughter,Father-Daughter
60,70,Male,Male,No,Single,13.4,Roommate,Roommate,Unrelated
32,24,Male,Male,Yes,Single,8.6,Brother,Brother,Brother-Brother
70,30,Male,Male,Yes,Married,3.1,Father,Son,Father-Son
79,14,Female,Male,Yes,Married,22.1,Grandmother,Grandson,Grandmother-Grandson
56,12,Female,Female,Yes,Single,15.7,Grandmother,Granddaughter,Grandmother-Granddaughter
65,27,Female,Female,Yes,Single,16.5,Grandmother,Granddaughter,Grandmother-Granddaughter
47,4,Female,Male,Yes,Widowed,28.3,Mother,Son,Mother-Son
58,14,Male,Female,Yes,Married,28.5,Grandfather,Granddaughter,Grandfather-Granddaughter
64,10,Female,Female,Yes,Married,26.6,Grandmother,Granddaughter,Grandmother-Granddaughter
50,6,Male,Female,Yes,Divorced,7.6,Grandfather,Granddaughter,Grandfather-Granddaughter
48,1,Female,Female,Yes,Widowed,10.3,Mother,Daughter,Mother-Daughter
40,5,Female,Male,Yes,Widowed,0.8,Mother,Son,Mother-Son
82,21,Female,Male,Yes,Married,0.6,Grandmother,Grandson,Grandmother-Grandson
15,11,Female,Female,Yes,Single,15.9,Sister,Sister,Sister-Sister
11,12,Male,Female,Yes,Single,1.3,Brother,Sister,Brother-Sister
41,39,Female,Female,Yes,Single,5.5,Sister,Sister,Sister-Sister
49,10,Male,Male,Yes,Single,14.1,Father,Son,Father-Son
51,8,Male,Male,Yes,Single,14.1,Grandfather,Grandson,Grandfather-Grandson
30,2,Female,Male,Yes,Single,5.7,Mother,Son,Mother-Son
60,23,Male,Male,Yes,Widowed,25.2,Father,Son,Father-Son
86,48,Male,Male,Yes,Single,18.1,Grandfather,Grandson,Grandfather-Grandson
45,37,Male,Female,Yes,Single,11.3,Brother,Sister,Brother-Sister
28,39,Male,Female,Yes,Married,15.2,Husband,Wife,Husband-Wife
50,8,Female,Male,Yes,Married,7.4,Grandmother,Grandson,Grandmother-Grandson
53,3,Female,Male,Yes,Married,12.9,Grandmother,Grandson,Grandmother-Grandson
37,15,Male,Male,Yes,Divorced,21.2,Father,Son,Father-Son
15,8,Female,Female,Yes,Single,7.8,Sister,Sister,Sister-Sister
20,65,Male,Male,Yes,Single,8.9,Roommate,Roommate,Unrelated
46,14,Male,Male,Yes,Married,24.0,Father,Son,Father-Son
41,18,Female,Male,Yes,Divorced,13.0,Mother,Son,Mother-Son
61,42,Female,Female,Yes,Divorced,21.3,Mother,Daughter,Mother-Daughter
43,43,Male,Female,Yes,Married,13.7,Husband,Wife,Husband-Wife
82,40,Female,Male,Yes,Married,15.6,Grandmother,Grandson,Grandmother-Grandson
35,14,Male,Male,Yes,Married,27.1,Father,Son,Father-Son
85,38,Female,Female,Yes,Divorced,24.3,Grandmother,Granddaughter,Grandmother-Granddaughter
56,31,Male,Female,Yes,Divorced,20.3,Father,Daughter,Father-Daughter
90,7,Male,Female,Yes,Divorced,28.4,Grandfather,Granddaughter,Grandfather-Granddaughter
90,15,Male,Female,Yes,Married,20.3,Grandfather,Granddaughter,Grandfather-Granddaughter
42,45,Male,Male,Yes,Single,14.3,Brother,Brother,Brother-Brother
56,9,Female,Male,Yes,Widowed,4.4,Grandmother,Grandson,Grandmother-Grandson
42,33,Female,Female,Yes,Single,15.3,Sister,Sister,Sister-Sister
51,42,Male,Female,Yes,Married,29.4,Husband,Wife,Husband-Wife
77,19,Female,Female,Yes,Widowed,17.6,Grandmother,Granddaughter,Grandmother-Granddaughter
56,5,Male,Male,Yes,Widowed,9.0,Father,Son,Father-Son
51,49,Male,Female,Yes,Married,6.9,Husband,Wife,Husband-Wife
50,3,Female,Male,Yes,Divorced,24.2,Grandmother,Grandson,Grandmother-Grandson
35,14,Female,Female,Yes,Divorced,27.3,Mother,Daughter,Mother-Daughter
69,79,Male,Female,Yes,Married,18.7,Husband,Wife,Husband-Wife
32,13,Male,Male,Yes,Widowed,2.7,Father,Son,Father-Son
69,11,Female,Female,Yes,Married,16.5,Grandmother,Granddaughter,Grandmother-Granddaughter
89,30,Female,Female,Yes,Married,27.3,Grandmother,Granddaughter,Grandmother-Granddaughter
48,62,Male,Female,Yes,Single,30.0,Roommate,Roommate,Unrelated
16,24,Male,Male,Yes,Single,24.3,Brother,Brother,Brother-Brother
53,3,Female,Female,Yes,Married,28.4,Mother,Daughter,Mother-Daughter
69,34,Male,Male,Yes,Widowed,24.6,Father,Son,Father-Son
23,62,Male,Male,No,Single,22.8,Roommate,Roommate,Unrelated
46,36,Male,Male,Yes,Single,28.0,Brother,Brother,Brother-Brother
82,4,Male,Male,Yes,Divorced,3.4,Grandfather,Grandson,Grandfather-Grandson
66,65,Male,Female,Yes,Married,15.0,Husband,Wife,Husband-Wife
79,24,Male,Male,Yes,Married,22.4,Grandfather,Grandson,Grandfather-Grandson
54,14,Female,Female,Yes,Single,7.9,Grandmother,Granddaughter,Grandmother-Granddaughter
54,57,Male,Female,Yes,Single,16.7,Brother,Sister,Brother-Sister
28,38,Female,Female,Yes,Single,10.6,Sister,Sister,Sister-Sister
56,56,Female,Female,Yes,Single,27.9,Sister,Sister,Sister-Sister
37,36,Male,Male,Yes,Single,8.8,Brother,Brother,Brother-Brother
48,40,Male,Female,Yes,Married,3.5,Husband,Wife,Husband-Wife
63,1,Female,Male,Yes,Divorced,7.1,Mother,Son,Mother-Son
58,36,Female,Male,Yes,Divorced,19.9,Mother,Son,Mother-Son
34,0,Female,Female,Yes,Divorced,19.3,Mother,Daughter,Mother-Daughter
15,22,Male,Female,Yes,Single,13.5,Brother,Sister,Brother-Sister
43,41,Male,Male,Yes,Single,5.5,Brother,Brother,Brother-Brother
40,37,Male,Female,Yes,Single,28.4,Brother,Sister,Brother-Sister
76,24,Female,Female,Yes,Married,16.6,Grandmother,Granddaughter,Grandmother-Granddaughter
42,23,Male,Female,Yes,Divorced,21.4,Father,Daughter,Father-Daughter
51,45,Male,Male,Yes,Single,18.0,Brother,Brother,Brother-Brother
29,29,Male,Female,Yes,Married,4.8,Husband,Wife,Husband-Wife
57,28,Male,Female,Yes,Single,14.5,Father,Daughter,Father-Daughter
70,11,Male,Male,Yes,Single,15.9,Grandfather,Grandson,Grandfather-Grandson
41,17,Male,Male,Yes,Widowed,29.6,Father,Son,Father-Son
51,41,Male,Female,Yes,Married,8.3,Husband,Wife,Husband-Wife
50,28,Female,Female,Yes,Married,2.3,Mother,Daughter,Mother-Daughter
57,11,Female,Female,Yes,Married,4.5,Grandmother,Granddaughter,Grandmother-Granddaughter
43,2,Female,Male,Yes,Single,21.0,Mother,Son,Mother-Son
57,3,Female,Male,Yes,Widowed,2.2,Grandmother,Grandson,Grandmother-Grandson
47,51,Male,Female,Yes,Married,29.2,Husband,Wife,Husband-Wife
50,16,Male,Female,Yes,Widowed,29.6,Father,Daughter,Father-Daughter
9,9,Male,Male,Yes,Single,22.9,Brother,Brother,Brother-Brother
19,9,Male,Male,Yes,Single,19.3,Brother,Brother,Brother-Brother
49,30,Female,Female,No,Single,25.9,Roommate,Roommate,Unrelated
72,37,Female,Female,Yes,Divorced,21.8,Grandmother,Granddaughter,Grandmother-Granddaughter
31,8,Female,Female,Yes,Single,9.9,Mother,Daughter,Mother-Daughter
41,44,Male,Female,Yes,Married,28.0,Husband,Wife,Husband-Wife
55,13,Female,Male,Yes,Widowed,16.6,Mother,Son,Mother-Son
17,8,Male,Male,Yes,Single,28.6,Brother,Brother,Brother-Brother
66,2,Male,Male,Yes,Married,24.4,Grandfather,Grandson,Grandfather-Grandson
86,23,Male,Male,Yes,Single,23.1,Grandfather,Grandson,Grandfather-Grandson
36,17,Male,Male,Yes,Married,3.2,Father,Son,Father-Son
16,7,Male,Male,Yes,Single,25.7,Brother,Brother,Brother-Brother
32,29,Male,Male,Yes,Single,25.1,Brother,Brother,Brother-Brother
78,28,Male,Male,Yes,Widowed,18.4,Grandfather,Grandson,Grandfather-Grandson
85,29,Male,Female,Yes,Widowed,25.1,Grandfather,Granddaughter,Grandfather-Granddaughter
77,28,Male,Male,Yes,Married,14.2,Grandfather,Grandson,Grandfather-Grandson
32,9,Female,Female,Yes,Widowed,2.4,Mother,Daughter,Mother-Daughter
64,27,Male,Male,Yes,Divorced,16.8,Father,Son,Father-Son
56,17,Male,Female,Yes,Single,15.2,Father,Daughter,Father-Daughter
49,43,Male,Female,Yes,Single,1.0,Brother,Sister,Brother-Sister
28,66,Female,Female,No,Single,7.9,Roommate,Roommate,Unrelated
45,35,Male,Female,Yes,Single,23.6,Brother,Sister,Brother-Sister
25,2,Female,Male,Yes,Divorced,13.4,Mother,Son,Mother-Son
49,56,Male,Female,Yes,Married,28.3,Husband,Wife,Husband-Wife
49,19,Male,Male,Yes,Divorced,28.2,Father,Son,Father-Son
53,48,Male,Female,Yes,Married,11.7,Husband,Wife,Husband-Wife
13,19,Male,Female,Yes,Single,20.9,Brother,Sister,Brother-Sister
73,36,Male,Female,Yes,Divorced,12.6,Grandfather,Granddaughter,Grandfather-Granddaughter
70,75,Male,Female,Yes,Married,5.2,Husband,Wife,Husband-Wife
65,54,Male,Female,Yes,Married,12.5,Husband,Wife,Husband-Wife
28,38,Male,Male,Yes,Single,22.1,Brother,Brother,Brother-Brother
53,56,Male,Female,Yes,Single,4.9,Brother,Sister,Brother-Sister
89,3,Male,Female,Yes,Widowed,19.5,Grandfather,Granddaughter,Grandfather-Granddaughter
52,49,Male,Female,No,Single,6.0,Roommate,Roommate,Unrelated
41,9,Male,Male,Yes,Single,7.1,Father,Son,Father-Son
65,4,Female,Male,Yes,Divorced,14.8,Mother,Son,Mother-Son
84,25,Male,Male,Yes,Married,2.9,Grandfather,Grandson,Grandfather-Grandson
54,25,Female,Female,Yes,Widowed,11.7,Mother,Daughter,Mother-Daughter
58,2,Male,Female,Yes,Married,11.4,Grandfather,Granddaughter,Grandfather-Granddaughter
84,23,Male,Male,Yes,Married,20.9,Grandfather,Grandson,Grandfather-Grandson
42,13,Male,Female,Yes,Divorced,14.5,Father,Daughter,Father-Daughter
39,34,Male,Female,Yes,Single,12.8,Brother,Sister,Brother-Sister
15,9,Male,Male,Yes,Single,17.5,Brother,Brother,Brother-Brother
60,68,Female,Female,Yes,Single,7.5,Sister,Sister,Sister-Sister
30,8,Female,Female,Yes,Widowed,21.9,Mother,Daughter,Mother-Daughter
31,35,Female,Female,Yes,Single,9.9,Sister,Sister,Sister-Sister
18,27,Male,Male,Yes,Single,7.0,Brother,Brother,Brother-Brother
29,6,Male,Female,Yes,Divorced,12.2,Father,Daughter,Father-Daughter
43,50,Female,Female,Yes,Single,21.8,Sister,Sister,Sister-Sister
70,31,Female,Female,Yes,Divorced,17.5,Grandmother,Granddaughter,Grandmother-Granddaughter
56,13,Female,Male,Yes,Married,2.2,Grandmother,Grandson,Grandmother-Grandson
36,9,Male,Male,Yes,Divorced,10.0,Father,Son,Father-Son
47,50,Male,Female,Yes,Single,12.2,Brother,Sister,Brother-Sister
36,27,Male,Male,Yes,Single,14.0,Brother,Brother,Brother-Brother
58,56,Male,Female,Yes,Single,2.5,Brother,Sister,Brother-Sister
67,25,Female,Female,Yes,Divorced,14.4,Grandmother,Granddaughter,Grandmother-Granddaughter
45,2,Male,Female,Yes,Married,21.0,Father,Daughter,Father-Daughter
60,15,Male,Male,Yes,Divorced,22.0,Grandfather,Grandson,Grandfather-Grandson
8,16,Male,Female,Yes,Single,26.2,Brother,Sister,Brother-Sister
34,1,Male,Female,Yes,Divorced,9.8,Father,Daughter,Father-Daughter
56,55,Female,Female,Yes,Single,16.3,Sister,Sister,Sister-Sister
50,54,Male,Male,Yes,Single,19.2,Roommate,Roommate,Unrelated
34,44,Female,Female,Yes,Single,10.5,Sister,Sister,Sister-Sister
39,35,Female,Female,Yes,Single,15.4,Sister,Sister,Sister-Sister
57,66,Female,Male,Yes,Single,9.0,Roommate,Roommate,Unrelated
77,35,Female,Female,Yes,Widowed,27.7,Grandmother,Granddaughter,Grandmother-Granddaughter
59,3,Female,Female,Yes,Divorced,15.1,Grandmother,Granddaughter,Grandmother-Granddaughter
40,8,Female,Male,Yes,Divorced,10.7,Mother,Son,Mother-Son
85,39,Male,Male,Yes,Divorced,28.9,Grandfather,Grandson,Grandfather-Grandson
56,29,Male,Male,Yes,Single,16.2,Father,Son,Father-Son
36,14,Female,Female,Yes,Single,27.9,Mother,Daughter,Mother-Daughter
50,47,Male,Male,Yes,Single,2.8,Brother,Brother,Brother-Brother
63,40,Female,Male,Yes,Married,19.2,Mother,Son,Mother-Son
55,10,Female,Male,Yes,Widowed,9.0,Grandmother,Grandson,Grandmother-Grandson
57,4,Male,Male,Yes,Single,2.1,Grandfather,Grandson,Grandfather-Grandson
50,2,Female,Female,Yes,Divorced,25.5,Mother,Daughter,Mother-Daughter
72,22,Female,Female,Yes,Widowed,25.4,Grandmother,Granddaughter,Grandmother-Granddaughter
78,17,Male,Female,Yes,Single,20.4,Grandfather,Granddaughter,Grandfather-Granddaughter
84,21,Male,Female,Yes,Married,15.3,Grandfather,Granddaughter,Grandfather-Granddaughter
51,41,Male,Female,Yes,Single,17.4,Brother,Sister,Brother-Sister
69,15,Female,Male,Yes,Single,21.4,Grandmother,Grandson,Grandmother-Grandson
51,57,Male,Male,Yes,Single,25.5,Brother,Brother,Brother-Brother
50,4,Male,Male,Yes,Married,8.2,Grandfather,Grandson,Grandfather-Grandson
21,24,Male,Male,Yes,Single,4.6,Brother,Brother,Brother-Brother
31,3,Male,Female,Yes,Single,19.1,Father,Daughter,Father-Daughter
39,32,Male,Female,Yes,Single,22.0,Brother,Sister,Brother-Sister
31,29,Male,Female,Yes,Single,21.2,Brother,Sister,Brother-Sister
78,14,Female,Female,Yes,Married,24.5,Grandmother,Granddaughter,Grandmother-Granddaughter
33,8,Female,Female,Yes,Widowed,29.4,Mother,Daughter,Mother-Daughter
46,16,Female,Male,Yes,Divorced,22.0,Mother,Son,Mother-Son
72,37,Male,Female,Yes,Single,14.4,Grandfather,Granddaughter,Grandfather-Granddaughter
24,21,Male,Male,Yes,Single,7.6,Brother,Brother,Brother-Brother
43,53,Male,Female,Yes,Single,5.6,Brother,Sister,Brother-Sister
69,8,Female,Female,Yes,Widowed,13.0,Grandmother,Granddaughter,Grandmother-Granddaughter
82,43,Female,Male,Yes,Widowed,12.7,Grandmother,Grandson,Grandmother-Grandson
32,5,Female,Female,Yes,Married,15.1,Mother,Daughter,Mother-Daughter
82,31,Female,Male,Yes,Single,27.2,Grandmother,Grandson,Grandmother-Grandson
63,35,Male,Female,Yes,Single,6.6,Father,Daughter,Father-Daughter
19,17,Female,Female,Yes,Single,16.6,Sister,Sister,Sister-Sister
60,26,Male,Male,No,Single,28.7,Roommate,Roommate,Unrelated
58,19,Female,Female,Yes,Married,11.3,Grandmother,Granddaughter,Grandmother-Granddaughter
61,10,Male,Female,Yes,Divorced,4.5,Grandfather,Granddaughter,Grandfather-Granddaughter
73,28,Male,Male,Yes,Single,11.9,Grandfather,Grandson,Grandfather-Grandson
52,15,Male,Female,Yes,Married,15.8,Father,Daughter,Father-Daughter
37,17,Female,Female,Yes,Married,20.5,Mother,Daughter,Mother-Daughter
81,21,Female,Male,Yes,Married,29.3,Grandmother,Grandson,Grandmother-Grandson
30,18,Female,Female,No,Single,21.6,Roommate,Roommate,Unrelated
43,15,Female,Male,Yes,Single,0.9,Mother,Son,Mother-Son
29,8,Female,Male,Yes,Married,2.6,Mother,Son,Mother-Son
57,57,Male,Male,Yes,Single,13.8,Brother,Brother,Brother-Brother
23,23,Male,Female,Yes,Single,15.2,Brother,Sister,Brother-Sister
37,44,Male,Female,Yes,Single,7.6,Brother,Sister,Brother-Sister
59,59,Male,Male,Yes,Single,2.3,Brother,Brother,Brother-Brother
26,21,Female,Female,Yes,Single,27.3,Sister,Sister,Sister-Sister
57,53,Female,Female,Yes,Single,23.7,Sister,Sister,Sister-Sister
32,14,Male,Male,Yes,Single,9.9,Father,Son,Father-Son
43,20,Male,Male,Yes,Divorced,4.6,Father,Son,Father-Son
42,22,Female,Female,No,Single,4.3,Roommate,Roommate,Unrelated
61,11,Female,Male,Yes,Married,6.7,Grandmother,Grandson,Grandmother-Grandson
53,4,Female,Male,Yes,Married,6.3,Grandmother,Grandson,Grandmother-Grandson
67,5,Male,Male,Yes,Married,4.9,Grandfather,Grandson,Grandfather-Grandson
37,57,Male,Female,No,Single,10.2,Roommate,Roommate,Unrelated
52,17,Male,Female,Yes,Divorced,26.5,Father,Daughter,Father-Daughter
88,48,Female,Male,Yes,Widowed,20.0,Grandmother,Grandson,Grandmother-Grandson
40,10,Male,Female,Yes,Single,21.6,Father,Daughter,Father-Daughter
14,6,Male,Male,Yes,Single,9.8,Brother,Brother,Brother-Brother
80,23,Female,Female,Yes,Divorced,8.9,Grandmother,Granddaughter,Grandmother-Granddaughter
73,16,Female,Female,Yes,Single,25.9,Grandmother,Granddaughter,Grandmother-Granddaughter
48,30,Male,Female,Yes,Divorced,4.1,Father,Daughter,Father-Daughter
87,38,Male,Female,Yes,Married,16.3,Grandfather,Granddaughter,Grandfather-Granddaughter
55,15,Male,Male,Yes,Single,14.8,Grandfather,Grandson,Grandfather-Grandson
55,22,Female,Female,Yes,Married,15.6,Mother,Daughter,Mother-Daughter
77,31,Male,Female,Yes,Married,16.6,Grandfather,Granddaughter,Grandfather-Granddaughter
82,27,Male,Female,Yes,Single,4.0,Grandfather,Granddaughter,Grandfather-Granddaughter
76,14,Male,Female,Yes,Divorced,26.2,Grandfather,Granddaughter,Grandfather-Granddaughter
56,12,Female,Male,Yes,Single,19.5,Mother,Son,Mother-Son
59,14,Female,Male,Yes,Married,11.2,Grandmother,Grandson,Grandmother-Grandson
62,33,Female,Female,Yes,Married,27.4,Mother,Daughter,Mother-Daughter
78,2,Female,Male,Yes,Divorced,26.0,Grandmother,Grandson,Grandmother-Grandson
32,27,Female,Female,Yes,Single,17.7,Sister,Sister,Sister-Sister
42,8,Female,Male,Yes,Divorced,21.7,Mother,Son,Mother-Son
41,19,Male,Female,Yes,Divorced,24.6,Father,Daughter,Father-Daughter
27,2,Female,Female,Yes,Widowed,8.2,Mother,Daughter,Mother-Daughter
30,36,Female,Female,Yes,Single,23.4,Sister,Sister,Sister-Sister
35,23,Male,Female,No,Single,8.0,Roommate,Roommate,Unrelated
